357.0, 278.0, 486.8075498574717, 407.8075498574717
754.0, 286.6666666666667, 883.8075498574717, 416.47421652413834
1151.0, 295.3333333333333, 1280.8075498574717, 425.14088319080497
1548.0, 304.0, 1677.8075498574717, 433.8075498574717
339.6666666666667, 684.0, 469.47421652413834, 813.8075498574717
736.6666666666666, 692.6666666666666, 866.4742165241383, 822.4742165241383
1133.6666666666667, 701.3333333333334, 1263.4742165241385, 831.1408831908051
1530.6666666666667, 710.0, 1660.4742165241385, 839.8075498574717
322.3333333333333, 1090.0, 452.14088319080497, 1219.8075498574717
719.3333333333334, 1098.6666666666667, 849.1408831908051, 1228.4742165241385
1116.3333333333333, 1107.3333333333333, 1246.140883190805, 1237.140883190805
1513.3333333333333, 1116.0, 1643.140883190805, 1245.8075498574717
305.0, 1496.0, 434.8075498574717, 1625.8075498574717
702.0, 1504.6666666666667, 831.8075498574717, 1634.4742165241385
1099.0, 1513.3333333333333, 1228.8075498574717, 1643.140883190805
1496.0, 1522.0, 1625.8075498574717, 1651.8075498574717
